date,st_id,pr_sku_id,pr_sales_type_id,pr_uom_id,day,weekday,holiday,pr_sales_in_units,month,quarter
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,26d07ae4d7900394b2efaae387b01072,1.0,1.0,1,0,0.0,9,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,276150520c270123fc15b3bc80c0d171,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,279ef16c9134cee8fda89b146c20995e,1.0,17.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,27e8978c9e8b7146c462feb7d24f5637,0.0,17.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,2a868279c0944dbdebbe05bdd925b005,0.5,17.0,1,0,0.0,10,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,2c3b910b45c0f041dd25ad4d510e548b,1.0,17.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,2c6c2e0fb9a48b16ea6aecc7cdcf8af8,0.0,17.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,2ceba8db8d0af7ba57e1572e839451c9,1.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,2e463fcb1369be4d5dfbe87e04f60df2,0.5,1.0,1,0,0.0,12,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,2f949375f27ace8f384cddf7127935c3,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,2fa7a49e56dbd82f118adc28cba02990,0.5,17.0,1,0,0.0,7,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,3271c9877efbd2156e62cdc25895e46f,0.0,17.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,3474f0e025c7deb7e127a35763bc5512,0.0,17.0,1,0,0.0,10,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,35071e7911b66b2f42bffca06f939598,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,364196813f3b746270a9b27bd76149c9,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,3b862e98b075134ab0cb36bc638cb275,0.0,17.0,1,0,0.0,6,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,3b9ff9697e5688d38d5a0e7b0f0d519e,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,3c3a1cb0ae43df1a1f0abe1fbd8e158b,1.0,1.0,1,0,0.0,12,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,3d3e83a9b78957e45c94dd862eb0bc43,0.0,17.0,1,0,0.0,7,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,3e25a622c0fd509e34d7c58371a455c6,0.5,17.0,1,0,0.0,9,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,3e5ed1845a499f1b16f1bc68d13e97fe,1.0,1.0,1,0,0.0,7,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,3ea981e7588500b228f84a69007ddd07,0.0,1.0,1,0,0.0,5,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,3f33017a9ce4fbff701facaeae7a7549,0.0,17.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,3f756d0376fdf2915c78e73dc5f63794,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,3f8abc351114632af4bc60bdc3bbe3b1,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,40c651c778ea5ff2c54b164483dbae9c,0.5,1.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,421b0ea70ab7fd681ae63a8f12695199,0.0,1.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,42a303fc7a6b682be534d5a0e8d3a115,0.0,17.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,43e644381fb92b59722bb7928da931ad,0.0,17.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,45551f4c29881972ae5ed3666a5b1b8b,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,4678e046e53270a420f8e4df6797ca24,0.0,17.0,1,0,0.0,5,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,47b1d7b5e5b4a00d7146ba165bfb43c8,1.0,1.0,1,0,0.0,10,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,47decbcad0a55e98086b30803ef9ca6d,0.5,17.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,492f948808daf55a3f9e7ddd3694f546,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,4a04104f09c6ea3e807666cce0c294d5,1.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,4a15a652bde1a9a3ac9cb96160ff3a98,0.0,1.0,1,0,0.0,8,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,4a421463135a0f5e506740db32d16b97,1.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,4aef9bef9b3460130ca6cc0da3eba88a,0.0,17.0,1,0,0.0,5,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,4ba72d594b35e41cb3e066397eecdfba,1.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,4bc7e92a7abd4335bb728d79fb764adf,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,4c8f26ea6f6790779345b500b2f70e9b,0.0,1.0,1,0,0.0,22,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,4ce0eb956648ab3ff6bb0afa3158cc42,0.5,1.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,4e2b6b1dddc1ece38fbbaddad13c8e11,0.5,17.0,1,0,0.0,8,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,4e824a65fbd01f1708131bd247842688,1.0,1.0,1,0,0.0,15,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,4f8b4c73b1712622d6f05c02cda05d49,0.5,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,50246ace502699a00ce8f94e8fc3e37d,0.0,17.0,1,0,0.0,8,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,50a87fe641d22f2f6563948e8d7bb1b2,0.0,17.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,517b5edeb76505d48bb945abce481959,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,525054066e1d6e94a6ad56078f4b212d,0.0,17.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,53a0025dcb7a9565375706d57f0c8f37,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,543f17ebd9d464531d61fcdeaa36678f,1.0,1.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,559c8bf461e7f622ce1caa97071337f1,0.0,17.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,566a43003e7a78392b83f043ecfc9871,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,566f6537c25d40d0b6adec07323e65e8,0.0,17.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,57192cc83ef1e707eabef5af7a5d4ae9,1.0,17.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,57eaf5659b0371dbef7bb6cee4a14e71,0.0,17.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,58ebafabd92e2e3a80d86b7bb7e88eda,0.0,1.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5a0896291d246465ff739135888c3a1b,1.0,1.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5a106bc85bf017f97a9afcda66b93f01,0.0,1.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5aa2f6e00873f8c90b00cd15d670daa1,0.5,17.0,1,0,0.0,26,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5adfc37e8b1a7ab1549daeb6f4918426,0.5,1.0,1,0,0.0,37,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5b26f85ccb23039364226f66f0366c66,0.5,17.0,1,0,0.0,15,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5bd63b0366ee719bfd40b21a72ae4658,0.5,17.0,1,0,0.0,5,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5ca106c323e777ec8b42dbbab099932c,0.5,17.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5d560ea997068115892d2f0bd7cf91c3,0.5,1.0,1,0,0.0,15,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5e513d8830b4e93051b81843e48098c5,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5e664d6988c6d6827cbaaafb0bc7f103,0.0,17.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5f1e3923c0fc5a99843fa0f1b912ba68,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5f3f3cdc16a1ad23f24383979e45ced0,0.0,1.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5f86639bbaacbed711e89635b602cc75,0.0,17.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,5fb6bfa7b7d9a415d5f95d3951e2a35d,0.0,1.0,1,0,0.0,8,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,603c32f40317b3179730bb4d8a032f84,0.0,1.0,1,0,0.0,7,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6157d6990d9a15027be2e356cccdc84d,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,62d4af457ba2540ce0898a211c0cd17a,0.5,17.0,1,0,0.0,121,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,639a51b38828b98d1f41256fb07bbc39,1.0,1.0,1,0,0.0,36,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,63b837c9a3fd362191761401ed418679,0.0,1.0,1,0,0.0,6,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,63fd103c3678af110f183d7d499d0081,1.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6464ba75236f5928023d75e46ea8a328,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,657143495af47587150470a911c87888,0.0,17.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,65a5ab46aec39f1ec4975458db71d78d,0.0,17.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,65b549322da3ee58ae90de15c61b62ae,0.0,17.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,65ebd984baa08be2dcd09ff15c254fdb,0.0,1.0,1,0,0.0,7,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,661f94d2119410f42182d58be5e312f9,0.0,17.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6629d8e0d18c0b83c15006570566598f,0.5,17.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,67797f1f0f02ec5ccd5e3abd2d4e5b81,0.5,1.0,1,0,0.0,18,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,67dcedaa1090d67cef7afe3fb36945b0,0.0,1.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,684fa3de91be141a2bc896fa5870aed7,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,695078b902484f8edb56d01c0b906c8c,0.0,17.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,699dc7822b719137e8124b728ab45fa3,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6acd770d2042d736881ec41af8740cc2,0.0,17.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6b1344097385a42484abd4746371e416,0.0,17.0,1,0,0.0,6,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6b42fc2011e87c7b873b2bba3bf27a36,0.5,1.0,1,0,0.0,14,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6ce20ee0cd25f2265f9c839747f3f60a,1.0,17.0,1,0,0.0,5,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6d8bf88f6daf3b37de081afcf75ec6cf,0.0,17.0,1,0,0.0,5,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6e456038d557302367b91b7e0ab71e24,0.5,1.0,1,0,0.0,5,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6e5d274636cdf86dabee3f8658794d54,0.0,17.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6e822618c30449cfabec9b22a7de1425,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6eb4a5048e9eca0796db5167fc641b17,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6eec765ffa292bcccdc000289cefe64c,0.5,1.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6f14138e00dfafe64dd7d51ac3d0d792,0.0,17.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6f82ecc2d5b384d471364b7f8564adcf,0.0,17.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,6f95fb5868092aeebc6331ac1bdee85d,0.0,1.0,1,0,0.0,5,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,70080bba1f176e070456abff52203013,0.0,17.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,706b9e39dd3ca40669b5f5c74bfebeb8,1.0,1.0,1,0,0.0,15,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,712fef8529234126a89d84ddd12d7fad,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,71c9661741caf40a92a32d1cc8206c04,0.0,17.0,1,0,0.0,6,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,71fe24c214f9fe26ad0f2b02f03e3878,1.0,1.0,1,0,0.0,13,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,7454973f4428e8a3426bb3c01e007104,0.0,17.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,74a5d20962421bf66e6a7ce6d884fbf5,0.0,1.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,74c606bffdaf24b13b0f152228f45ea8,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,771d9ed245872c553b1472e9f43e1860,0.0,17.0,1,0,0.0,4,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,79122a5063b8a1261b8b1f03509ef957,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,79133af0afb33701bf07602f585760f6,0.5,17.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,7a5ebc8af2689363da125308abe00d7f,0.5,17.0,1,0,0.0,5,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,7ac0830655ccc55d28d0293706b72e8f,0.0,1.0,1,0,0.0,8,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,7d945116ed12c2807d081df6f666ba37,0.5,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,7dd38bbf2b01bddc0a5bec20a4263c16,0.0,17.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,7faceb1045d5308ed845cc0cde9c7843,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,8077e6cd4cf2ab3abac4b6c80a5ba7e1,0.5,17.0,1,0,0.0,5,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,81fa6f7d44af9ab3fbc527644ae84a2e,0.0,17.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,82704fa1c2dbdb928bf4eed0667260dd,0.0,1.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,86834931b537407cac2c8912f771511c,1.0,17.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,86b85974dc54b9d430f2fa390e4f52da,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,877996cf018bb84247377fc00ac9ec5d,0.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,8793f1f964fe20cf3aec0dd857678c90,0.0,17.0,1,0,0.0,5,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,8907813626e3a8936c6850398c4cf715,1.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,8b579a572c0623c19b828110915b3959,0.0,1.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,8b6d47ed609b1f6651a79cb6210b63f8,0.0,1.0,1,0,0.0,3,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,8bb88fc297188331e5252b5d43747043,0.0,1.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,8c5c2ef314a18fc5fecbaf99db704564,0.5,17.0,1,0,0.0,9,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,8cc3c766285e320aef48183a4bbe22d1,0.0,17.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,8d1f2ec17c9f96e7a9c5ed7930085dcc,1.0,17.0,1,0,0.0,2,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,8eb71e36921c0fee5b3ba541bd2fe80e,1.0,17.0,1,0,0.0,7,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,8f10475f89bb4a42b23eda8d4afbb66e,1.0,1.0,1,0,0.0,1,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,8f8735ac8b4195951bb460f925a16520,0.0,17.0,1,0,0.0,23,8,2022Q3
2022-08-01,16a5cdae362b8d27a1d8f8c7b78b4330,9029365b9b6fc2800431fa6f2be03569,0.0,17.0,1,0,0.0,2,8,2022Q3
